GHG emissions by building type (metric ton)
t_periods,emissions_comm,Sub,Archetype,NewOld,Emisions
2045,CO2e,Commercial,Offices,Old,352884.02739927865
2045,CO2e,Commercial,Other Services,New,8290.954392305444
2045,CO2e,Commercial,Other Services,Old,46027.29817141047
2045,CO2e,Commercial,Retail Trade,New,18901.208230902514
2045,CO2e,Commercial,Retail Trade,Old,114176.97838543229
2045,CO2e,Commercial,Transportation and Warehousing,New,5200.561641166573
2045,CO2e,Commercial,Transportation and Warehousing,Old,18407.647419688787
2045,CO2e,Commercial,Wholesale Trade,New,4204.343994227932
2045,CO2e,Commercial,Wholesale Trade,Old,73562.28203884927
2045,CO2e,Industry,,,18243.044223535893
2045,CO2e,Public,Hospital,New,3608.207696973343
2045,CO2e,Public,Hospital,Old,9267.559487535325
2045,CO2e,Public,Municipality,New,2985.1547713451323
2045,CO2e,Public,Municipality,Old,5633.940692288775
2045,CO2e,Public,Post-Secondary Institution,New,3433.438039816933
2045,CO2e,Public,Post-Secondary Institution,Old,12141.66549814906
2045,CO2e,Public,School board,New,3755.8577381823857
2045,CO2e,Public,School board,Old,9540.007926648046
2045,CO2e,Residential,Apartments,New,16407.688766283536
2045,CO2e,Residential,Apartments,Old,30987.00741324295
2045,CO2e,Residential,Single Attached,New,621.654315517517
2045,CO2e,Residential,Single Attached,Old,16913.973651605895
2045,CO2e,Residential,Single Detached,New,3774.9864836830247
2045,CO2e,Residential,Single Detached,Old,24558.01553660459
2045,N2O,Commercial,"Arts, Entertainment and Recreation",New,0.05129218162371453
2045,N2O,Commercial,"Arts, Entertainment and Recreation",Old,0.8210438823700954
2045,N2O,Commercial,Accommodation and Food Services,New,0.029900591037450446
2045,N2O,Commercial,Accommodation and Food Services,Old,0.9523209428278521
2045,N2O,Commercial,Educational Services,New,0.26029104116897894
2045,N2O,Commercial,Educational Services,Old,2.8741741500628852
2045,N2O,Commercial,Health Care and Social Assistance,New,0.3643745946656548
2045,N2O,Commercial,Health Care and Social Assistance,Old,2.1506044323262135
2045,N2O,Commercial,Information and Cultural Industries,Old,0.11185375855467304
2045,N2O,Commercial,Offices,New,0.6480408379164599
2045,N2O,Commercial,Offices,Old,7.671862753833387
2045,N2O,Commercial,Other Services,New,0.18403533131059738
2045,N2O,Commercial,Other Services,Old,0.9528688661342455
2045,N2O,Commercial,Retail Trade,New,0.43878699116650344
2045,N2O,Commercial,Retail Trade,Old,2.501743388817974
2045,N2O,Commercial,Transportation and Warehousing,New,0.12711782724063578
2045,N2O,Commercial,Transportation and Warehousing,Old,0.40090208970962415
2045,N2O,Commercial,Wholesale Trade,New,0.09538453620716479
2045,N2O,Commercial,Wholesale Trade,Old,1.5844175050908946
2045,N2O,Industry,,,55.56341566154626
2045,N2O,Public,Hospital,New,0.07023630867376143
2045,N2O,Public,Hospital,Old,0.25927097283419065
2045,N2O,Public,Municipality,New,0.059479169424412164
2045,N2O,Public,Municipality,Old,0.16490489645384473
2045,N2O,Public,Post-Secondary Institution,New,0.0675511950768823
2045,N2O,Public,Post-Secondary Institution,Old,0.43260939268130844
2045,N2O,Public,School board,New,0.07421606702878263
2045,N2O,Public,School board,Old,0.29441610943484015
2045,N2O,Residential,Apartments,New,4.048719043503756
2045,N2O,Residential,Apartments,Old,1.8548480105584924
2045,N2O,Residential,Single Attached,New,0.1624882147793128
2045,N2O,Residential,Single Attached,Old,1.1239452978585134
2045,N2O,Residential,Single Detached,New,1.1872217214861096
2045,N2O,Residential,Single Detached,Old,1.5841529732502393
2050,CH4,Commercial,"Arts, Entertainment and Recreation",New,0.10393573593164138
2050,CH4,Commercial,"Arts, Entertainment and Recreation",Old,0.47802162740562026
2050,CH4,Commercial,Accommodation and Food Services,New,0.060079482243416873
2050,CH4,Commercial,Accommodation and Food Services,Old,0.48622825613871146
2050,CH4,Commercial,Educational Services,New,0.5375388063021521
2050,CH4,Commercial,Educational Services,Old,0.5182322612895864
2050,CH4,Commercial,Health Care and Social Assistance,New,0.7613714070140881
2050,CH4,Commercial,Health Care and Social Assistance,Old,0.5121707415620598
2050,CH4,Commercial,Information and Cultural Industries,Old,0.14789531130085593
2050,CH4,Commercial,Offices,New,1.066065921409968
2050,CH4,Commercial,Offices,Old,0.5462247023656809
2050,CH4,Commercial,Other Services,New,0.26056386620478567
2050,CH4,Commercial,Other Services,Old,0.4843720964721394
2050,CH4,Commercial,Retail Trade,New,0.5709307960882011
2050,CH4,Commercial,Retail Trade,Old,0.5115921478691396
2050,CH4,Commercial,Transportation and Warehousing,New,0.14302514237975092
2050,CH4,Commercial,Transportation and Warehousing,Old,0.38038584043512025
2050,CH4,Commercial,Wholesale Trade,New,0.13048153070602775
2050,CH4,Commercial,Wholesale Trade,Old,0.5004207874918366
2050,CH4,Industry,,,66.61301581291964
2050,CH4,Public,Hospital,New,0.10565579045131225
2050,CH4,Public,Hospital,Old,0.38080595735871875
2050,CH4,Public,Municipality,New,0.08710892801443279
2050,CH4,Public,Municipality,Old,0.1949781326544519
2050,CH4,Public,Post-Secondary Institution,New,0.09901153477042617
2050,CH4,Public,Post-Secondary Institution,Old,0.07546529362093207
2050,CH4,Public,School board,New,0.10832966200194773
2050,CH4,Public,School board,Old,0.3602669163779121
2050,CH4,Residential,Apartments,New,0.33061692978013846
2050,CH4,Residential,Apartments,Old,0.6980147776990201
2050,CH4,Residential,Single Attached,New,0.0057999318472537545
2050,CH4,Residential,Single Attached,Old,0.21613375998155732
2050,CH4,Residential,Single Detached,New,0.027535114680162613
2050,CH4,Residential,Single Detached,Old,0.3663452917094078
2050,CO2,Commercial,"Arts, Entertainment and Recreation",New,6560.941958381786
2050,CO2,Commercial,"Arts, Entertainment and Recreation",Old,30175.1089184783
2050,CO2,Commercial,Accommodation and Food Services,New,3792.5165233634216
2050,CO2,Commercial,Accommodation and Food Services,Old,30693.152248899456
2050,CO2,Commercial,Educational Services,New,33932.13005049391
2050,CO2,Commercial,Educational Services,Old,32713.404651487377
2050,CO2,Commercial,Health Care and Social Assistance,New,48061.56001508787
2050,CO2,Commercial,Health Care and Social Assistance,Old,32330.7712987198
2050,CO2,Commercial,Information and Cultural Industries,Old,9335.889573148454
2050,CO2,Commercial,Offices,New,67295.39721333016
2050,CO2,Commercial,Offices,Old,34480.427124820984
2050,CO2,Commercial,Other Services,New,16448.09061385321
2050,CO2,Commercial,Other Services,Old,30575.982194454675
2050,CO2,Commercial,Retail Trade,New,36039.99896485111
2050,CO2,Commercial,Retail Trade,Old,32294.247579493618
2050,CO2,Commercial,Transportation and Warehousing,New,9028.46022430639
2050,CO2,Commercial,Transportation and Warehousing,Old,24011.851155087952
2050,CO2,Commercial,Wholesale Trade,New,8236.644903020693
2050,CO2,Commercial,Wholesale Trade,Old,31589.055603176086
2050,CO2,Industry,,,243.5529791148079
2050,CO2,Public,Hospital,New,6669.520377225475
2050,CO2,Public,Hospital,Old,24038.371030343144
2050,CO2,Public,Municipality,New,5498.749930778741
2050,CO2,Public,Municipality,Old,12307.99204944179
2050,CO2,Public,Post-Secondary Institution,New,6250.101825096177
2050,CO2,Public,Post-Secondary Institution,Old,4763.745663424347
2050,CO2,Public,School board,New,6838.308483555196
2050,CO2,Public,School board,Old,22741.8443396145
2050,CO2,Residential,Apartments,New,16276.101908740071
2050,CO2,Residential,Apartments,Old,34526.9115512563
2050,CO2,Residential,Single Attached,New,175.7747023830913
2050,CO2,Residential,Single Attached,Old,10415.936495085125
2050,CO2,Residential,Single Detached,New,1187.5694526693374
2050,CO2,Residential,Single Detached,Old,17912.844570584948
2050,CO2e,Commercial,"Arts, Entertainment and Recreation",New,6702.502398057238
2050,CO2e,Commercial,"Arts, Entertainment and Recreation",Old,30826.17422477893
2050,CO2e,Commercial,Accommodation and Food Services,New,3874.344759298031
2050,CO2e,Commercial,Accommodation and Food Services,Old,31355.39498095549
2050,CO2e,Commercial,Educational Services,New,34664.2577357474
2050,CO2e,Commercial,Educational Services,Old,33419.23682850114
2050,CO2e,Commercial,Health Care and Social Assistance,New,49098.54763216808
2050,CO2e,Commercial,Health Care and Social Assistance,Old,33028.347687769594
2050,CO2e,Commercial,Information and Cultural Industries,Old,9537.322940661783
2050,CO2e,Commercial,Offices,New,68747.3786632625
2050,CO2e,Commercial,Offices,Old,35224.384997783316
2050,CO2e,Commercial,Other Services,New,16802.97851773782
2050,CO2e,Commercial,Other Services,Old,31235.696837628155
2050,CO2e,Commercial,Retail Trade,New,36817.606529699246
2050,CO2e,Commercial,Retail Trade,Old,32991.03592411549
2050,CO2e,Commercial,Transportation and Warehousing,New,9223.260423279702
2050,CO2e,Commercial,Transportation and Warehousing,Old,24529.936550218335
2050,CO2e,Commercial,Wholesale Trade,New,8414.360706836422
2050,CO2e,Commercial,Wholesale Trade,Old,32270.628558474837
2050,CO2e,Industry,,,15539.039798485739
2050,CO2e,Public,Hospital,New,6813.423530616164
2050,CO2e,Public,Hospital,Old,24557.02862459144
2050,CO2e,Public,Municipality,New,5617.392263359045
2050,CO2e,Public,Municipality,Old,12573.552204842199
2050,CO2e,Public,Post-Secondary Institution,New,6384.955504337562
2050,CO2e,Public,Post-Secondary Institution,Old,4866.529369619897
2050,CO2e,Public,School board,New,6985.853449157543
2050,CO2e,Public,School board,Old,23232.527766501655
2050,CO2e,Residential,Apartments,New,16376.24305957696
2050,CO2e,Residential,Apartments,Old,34738.33449074829
2050,CO2e,Residential,Single Attached,New,177.53145407256397
2050,CO2e,Residential,Single Attached,Old,10481.401634676286
2050,CO2e,Residential,Single Detached,New,1195.9096126070963
2050,CO2e,Residential,Single Detached,Old,18023.807548614695
2050,N2O,Commercial,"Arts, Entertainment and Recreation",New,0.46771070208351423
2050,N2O,Commercial,"Arts, Entertainment and Recreation",Old,2.151096819211755
2050,N2O,Commercial,Accommodation and Food Services,New,0.2703576067365685
2050,N2O,Commercial,Accommodation and Food Services,Old,2.1880266398560937
2050,N2O,Commercial,Educational Services,New,2.418924061480337
2050,N2O,Commercial,Educational Services,Old,2.3320446292841477
2050,N2O,Commercial,Health Care and Social Assistance,New,3.426170528633968
2050,N2O,Commercial,Health Care and Social Assistance,Old,2.304767796902653
2050,N2O,Commercial,Information and Cultural Industries,Old,0.6655287448859539
2050,N2O,Commercial,Offices,New,4.797295522089738
2050,N2O,Commercial,Offices,Old,2.4580105846062166
2050,N2O,Commercial,Other Services,New,1.1725371231352821
2050,N2O,Commercial,Other Services,Old,2.179673923313994
2050,N2O,Commercial,Retail Trade,New,2.569187980302929
2050,N2O,Commercial,Retail Trade,Old,2.3021641258946888
2050,N2O,Commercial,Transportation and Warehousing,New,0.6436129898769791
2050,N2O,Commercial,Transportation and Warehousing,Old,1.711735880809557
2050,N2O,Commercial,Wholesale Trade,New,0.5871667505735059
2050,N2O,Commercial,Wholesale Trade,Old,2.2518930159779527
2050,N2O,Industry,,,46.632931165433796
2050,N2O,Public,Hospital,New,0.47545094560809276
2050,N2O,Public,Hospital,Old,1.713626406522702
2050,N2O,Public,Municipality,New,0.39199008420134307
2050,N2O,Public,Municipality,Old,0.8774013913243874
2050,N2O,Public,Post-Secondary Institution,New,0.4455518020510251
2050,N2O,Public,Post-Secondary Institution,Old,0.3395937417097701
2050,N2O,Public,School board,New,0.4874833647661325
2050,N2O,Public,School board,Old,1.6212007437691984
2050,N2O,Residential,Apartments,New,0.3127456218506967
2050,N2O,Residential,Apartments,Old,0.6602839904708657
2050,N2O,Residential,Single Attached,New,0.005486419868054816
2050,N2O,Residential,Single Attached,Old,0.20445077393136593
2050,N2O,Residential,Single Detached,New,0.02604671989756959
2050,N2O,Residential,Single Detached,Old,0.34654270773104395
